Base Number,Pick Up Date,Number of Trips,Number of Vehicles
B01398,07/10/2015, 1 , -   
B01417,07/10/2015, 126 , -   
B01432,07/10/2015, 164 , 25 
B01445,07/10/2015, 130 , 45 
B01475,07/10/2015, 1 , -   
B01478,07/10/2015, 104 , 13 
B01509,07/10/2015, 776 , 68 
B01559,07/10/2015, 378 , 16 
B01608,07/10/2015, 15 , 5 
B01614,07/10/2015, 37 , 7 
B01623,07/10/2015, 58 , 7 
B01625,07/10/2015, 99 , 10 
B01635,07/10/2015, 19 , 8 
B01653,07/10/2015, 54 , 9 
B01672,07/10/2015, 50 , 20 
B01727,07/10/2015, 2 , 2 
B01751,07/10/2015, 113 , -   
B01779,07/10/2015, 29 , 13 
B01808,07/10/2015, 63 , 10 
B01846,07/10/2015, 4 , 4 
B01849,07/10/2015, 3 , 3 
B01875,07/10/2015, 140 , 42 
B01876,07/10/2015, 1 , 1 
B01877,07/10/2015, 180 , 89 
B01899,07/10/2015, 658 , 84 
B01923,07/10/2015, 25 , 7 
B01957,07/10/2015, 6 , 2 
B01970,07/10/2015, 7 , 4 
B01979,07/10/2015, 1 , 1 
B01984,07/10/2015, 834 , 127 
B02003,07/10/2015, 99 , 56 
B02005,07/10/2015, 29 , 13 
B02034,07/10/2015, 45 , 11 
B02054,07/10/2015, 40 , 11 
B02073,07/10/2015, 7 , 4 
B02127,07/10/2015, 2 , 1 
B02133,07/10/2015, 71 , 26 
B02147,07/10/2015, 25 , 16 
B02152,07/10/2015, 17 , -   
B02155,07/10/2015, 7 , 5 
B02160,07/10/2015, 3 , 3 
B02175,07/10/2015, 1 , 1 
B02182,07/10/2015, 14 , 3 
B02191,07/10/2015, 33 , 17 
B02196,07/10/2015, 3 , 3 
B02217,07/10/2015, 17 , 7 
B02241,07/10/2015, 100 , -   
B02252,07/10/2015, 5 , 2 
B02285,07/10/2015, 110 , 55 
B02287,07/10/2015, 11 , 5 
B02377,07/10/2015, 3 , 1 
B02389,07/10/2015, 50 , 15 
B02423,07/10/2015, 25 , 3 
B02440,07/10/2015, 47 , -   
B02447,07/10/2015, 2 , 2 
B02453,07/10/2015, 25 , 5 
B02460,07/10/2015, 20 , 7 
B02468,07/10/2015, 104 , 36 
B02470,07/10/2015, 18 , 5 
B02491,07/10/2015, 24 , 5 
B02511,07/10/2015, 29 , 13 
B02532,07/10/2015, 21 , -   
B02541,07/10/2015, 16 , 7 
B02555,07/10/2015, 24 , -   
B02574,07/10/2015, 68 , 46 
B02590,07/10/2015, 75 , -   
B02610,07/10/2015, 9 , 4 
B02611,07/10/2015, 18 , 5 
B02631,07/10/2015, 2 , 2 
B02633,07/10/2015, 2 , 2 
B02661,07/10/2015, 53 , -   
B02666,07/10/2015, 7 , 7 
B02674,07/10/2015, 44 , 6 
B02675,07/10/2015, 25 , 7 
B02681,07/10/2015, 3 , 2 
B02694,07/10/2015, 4 , 4 
B02711,07/10/2015, 7 , 2 
B02723,07/10/2015, 40 , 20 
B02727,07/10/2015, 2 , 1 
B02808,07/10/2015, 4 , 1 
B00008,07/11/2015, 252 , 18 
B00009,07/11/2015, 152 , 10 
B00013,07/11/2015, 77 , 45 
B00014,07/11/2015, 94 , 57 
B00030,07/11/2015, 126 , 14 
B00083,07/11/2015, 9 , 3 
B00095,07/11/2015, 860 , 68 
B00171,07/11/2015, 196 , 14 
B00202,07/11/2015, 33 , 7 
B00208,07/11/2015, 24 , 3 
B00210,07/11/2015, 55 , 22 
B00235,07/11/2015, 5 , 3 
B00236,07/11/2015, 8 , 5 
B00277,07/11/2015, 31 , 18 
B00281,07/11/2015, 51 , 8 
B00381,07/11/2015, 79 , 39 
B00411,07/11/2015, 26 , 16 
B00412,07/11/2015, 147 , 32 
B00477,07/11/2015, 116 , 62 
B00481,07/11/2015, 93 , 9 
B00485,07/11/2015, 5 , 5 
B00593,07/11/2015, 2 , 2 
B00608,07/11/2015, 32 , 18 
B00623,07/11/2015, 6 , 3 
B00789,07/11/2015, 186 , 92 
B00837,07/11/2015, 138 , 69 
b00881,07/11/2015, 55 , 22 
B00888,07/11/2015, 15 , 12 
b00941,07/11/2015, 52 , -   
B00948,07/11/2015," 1,344 ", 61 
b00983,07/11/2015, 90 , 10 
b01013,07/11/2015, 75 , 7 
B01016,07/11/2015," 2,118 ", 71 
B01177,07/11/2015, 141 , 10 
B01197,07/11/2015, 82 , 40 
b01233,07/11/2015, 467 , 95 
B01292,07/11/2015, 49 , 7 
B01308,07/11/2015, 21 , 21 
B01311,07/11/2015, 103 , 10 
B01355,07/11/2015, 566 , 48 
B01367,07/11/2015, 53 , 29 
B01398,07/11/2015, 1 , -   
B01417,07/11/2015, 8 , -   
B01432,07/11/2015, 26 , 12 
B01445,07/11/2015, 93 , 39 
B01478,07/11/2015, 103 , 12 
B01509,07/11/2015, 763 , 66 
B01608,07/11/2015, 10 , 4 
B01614,07/11/2015, 27 , 5 
B01623,07/11/2015, 91 , 8 
B01625,07/11/2015, 105 , 10 
B01653,07/11/2015, 132 , 13 
B01672,07/11/2015, 49 , 24 
B01727,07/11/2015, 1 , 1 
B01751,07/11/2015, 93 , -   
B01779,07/11/2015, 24 , 8 
B01808,07/11/2015, 29 , 10 
B01846,07/11/2015, 6 , 6 
B01849,07/11/2015, 3 , 3 
B01875,07/11/2015, 18 , 9 
B01877,07/11/2015, 72 , 40 
B01899,07/11/2015, 491 , 51 
B01923,07/11/2015, 17 , 5 
B01928,07/11/2015, 2 , 2 
B01957,07/11/2015, 2 , 1 
B01970,07/11/2015, 6 , 3 
B01979,07/11/2015, 1 , 1 
B01984,07/11/2015, 410 , 92 
B02003,07/11/2015, 40 , 27 
B02005,07/11/2015, 15 , 6 
B02034,07/11/2015, 62 , 13 
B02054,07/11/2015, 16 , 4 
B02073,07/11/2015, 2 , 2 
B02127,07/11/2015, 3 , 1 
B02133,07/11/2015, 7 , 6 
B02147,07/11/2015, 28 , 11 
B02152,07/11/2015, 11 , -   
B02155,07/11/2015, 12 , 11 
B02167,07/11/2015, 2 , -   
B02175,07/11/2015, 1 , 1 
B02182,07/11/2015, 13 , 1 
B02191,07/11/2015, 21 , 9 
B02196,07/11/2015, 4 , 4 
B02217,07/11/2015, 6 , 3 
B02241,07/11/2015, 68 , -   
B02252,07/11/2015, 6 , 3 
B02285,07/11/2015, 31 , 23 
B02287,07/11/2015, 6 , 3 
B02389,07/11/2015, 16 , 5 
B02423,07/11/2015, 27 , 2 
B02440,07/11/2015, 24 , -   
B02447,07/11/2015, 2 , 2 
B02453,07/11/2015, 29 , 5 
B02460,07/11/2015, 26 , 11 
B02468,07/11/2015, 57 , 16 
B02470,07/11/2015, 3 , 2 
B02491,07/11/2015, 14 , 4 
B02511,07/11/2015, 30 , 14 
B02532,07/11/2015, 52 , -   
B02541,07/11/2015, 9 , 7 
B02555,07/11/2015, 21 , -   
B02574,07/11/2015, 40 , 30 
B02590,07/11/2015, 63 , -   
B02610,07/11/2015, 4 , 2 
B02611,07/11/2015, 34 , 8 
B02631,07/11/2015, 3 , 2 
B02661,07/11/2015, 66 , -   
B02666,07/11/2015, 7 , 6 
B02674,07/11/2015, 5 , 3 
B02681,07/11/2015, 3 , 1 
B02694,07/11/2015, 5 , 5 
B02711,07/11/2015, 13 , 3 
B02723,07/11/2015, 15 , 10 
B02727,07/11/2015, 2 , 2 
B02808,07/11/2015, 2 , 1 
B00008,07/12/2015, 222 , 17 
B00009,07/12/2015, 82 , 7 
B00013,07/12/2015, 131 , 48 
B00014,07/12/2015, 158 , 59 
B00030,07/12/2015, 106 , 12 
B00083,07/12/2015, 2 , 2 
B00095,07/12/2015, 629 , 58 
B00170,07/12/2015, 50 , 8 
B00171,07/12/2015, 132 , 14 
B00202,07/12/2015, 36 , 7 
B00208,07/12/2015, 21 , 3 
B00210,07/12/2015, 44 , 20 
B00235,07/12/2015, 4 , 3 
B00236,07/12/2015, 11 , 5 
B00277,07/12/2015, 8 , 8 
B00281,07/12/2015, 35 , 5 
B00381,07/12/2015, 73 , 32 
B00411,07/12/2015, 41 , 23 
B00412,07/12/2015, 165 , 37 
B00477,07/12/2015, 117 , 53 
B00481,07/12/2015, 83 , 9 
B00485,07/12/2015, 7 , 5 
B00593,07/12/2015, 3 , 3 
B00608,07/12/2015, 66 , 21 
B00623,07/12/2015, 8 , 3 
B00789,07/12/2015, 231 , 103 
B00837,07/12/2015, 263 , 90 
b00881,07/12/2015, 43 , 20 
B00888,07/12/2015, 32 , 16 
b00941,07/12/2015, 103 , -   
B00948,07/12/2015," 1,186 ", 55 
b00983,07/12/2015, 73 , 8 
b01013,07/12/2015, 64 , 7 
B01016,07/12/2015," 1,758 ", 67 
B01177,07/12/2015, 129 , 13 
B01197,07/12/2015, 72 , 37 
b01233,07/12/2015, 461 , 89 
B01269,07/12/2015, 39 , 7 
B01292,07/12/2015, 37 , 6 
B01308,07/12/2015, 9 , 9 
B01311,07/12/2015, 89 , 10 
B01355,07/12/2015, 504 , 48 
B01367,07/12/2015, 67 , 31 
B01398,07/12/2015, 1 , -   
B01417,07/12/2015, 188 , -   
B01432,07/12/2015, 215 , 23 
B01445,07/12/2015, 110 , 44 
B01475,07/12/2015, 1 , -   
B01478,07/12/2015, 77 , 9 
B01509,07/12/2015, 691 , 62 
B01559,07/12/2015, 216 , 11 
B01608,07/12/2015, 1 , 1 
B01614,07/12/2015, 29 , 6 
B01623,07/12/2015, 72 , 7 
B01625,07/12/2015, 103 , 9 
B01635,07/12/2015, 25 , 8 
B01653,07/12/2015, 120 , 12 
B01672,07/12/2015, 48 , 22 
B01751,07/12/2015, 95 , -   
B01779,07/12/2015, 11 , 7 
B01808,07/12/2015, 24 , 10 
B01846,07/12/2015, 3 , 3 
B01849,07/12/2015, 3 , 3 
B01875,07/12/2015, 28 , 3 
B01877,07/12/2015, 91 , 44 
B01899,07/12/2015, 411 , 47 
B01923,07/12/2015, 16 , 7 
B01928,07/12/2015, 1 , 1 
B01957,07/12/2015, 2 , 1 
B01970,07/12/2015, 11 , 4 
B01979,07/12/2015, 1 , 1 
B01984,07/12/2015, 127 , 46 
B02003,07/12/2015, 38 , 26 
B02005,07/12/2015, 16 , 8 
B02034,07/12/2015, 72 , 12 
B02054,07/12/2015, 36 , 8 
B02073,07/12/2015, 1 , 1 
B02127,07/12/2015, 3 , 2 
B02133,07/12/2015, 12 , 6 
B02147,07/12/2015, 12 , 8 
B02152,07/12/2015, 12 , -   
B02155,07/12/2015, 14 , 12 
B02167,07/12/2015, 2 , -   
B02175,07/12/2015, 7 , 5 
B02182,07/12/2015, 18 , 2 
B02191,07/12/2015, 17 , 7 
B02196,07/12/2015, 3 , 3 
B02217,07/12/2015, 4 , 4 
B02241,07/12/2015, 58 , -   
B02252,07/12/2015, 6 , 3 
B02285,07/12/2015, 67 , 35 
B02287,07/12/2015, 4 , 2 
B02389,07/12/2015, 31 , 10 
B02423,07/12/2015, 21 , 3 
B02440,07/12/2015, 34 , -   
B02447,07/12/2015, 2 , 2 
B02453,07/12/2015, 19 , 5 
B02460,07/12/2015, 29 , 11 
B02468,07/12/2015, 65 , 19 
B02470,07/12/2015, 8 , 4 
B02491,07/12/2015, 15 , 2 
B02511,07/12/2015, 32 , 13 
B02532,07/12/2015, 29 , -   
B02541,07/12/2015, 11 , 6 
B02574,07/12/2015, 77 , 44 
B02590,07/12/2015, 59 , -   
B02610,07/12/2015, 9 , 3 
B02611,07/12/2015, 40 , 9 
B02631,07/12/2015, 6 , 4 
B02633,07/12/2015, 3 , 2 
B02661,07/12/2015, 45 , -   
B02666,07/12/2015, 3 , 3 
B02675,07/12/2015, 9 , 3 
B02681,07/12/2015, 6 , 4 
B02694,07/12/2015, 6 , 6 
B02711,07/12/2015, 8 , 2 
B02723,07/12/2015, 2 , 2 
B02727,07/12/2015, 2 , 2 
B02808,07/12/2015, 3 , 1 
B00008,07/13/2015, 239 , 18 
B00009,07/13/2015, 140 , 13 
B00013,07/13/2015, 372 , 108 
B00014,07/13/2015, 543 , 151 
B00030,07/13/2015, 143 , 15 
B00083,07/13/2015, 15 , 10 
B00095,07/13/2015, 443 , 63 
B00170,07/13/2015, 50 , 8 
B00171,07/13/2015, 165 , 13 
B00202,07/13/2015, 60 , 17 
B00208,07/13/2015, 18 , 3 
B00210,07/13/2015, 31 , 19 
B00235,07/13/2015, 37 , 15 
B00236,07/13/2015, 29 , 12 
B00277,07/13/2015, 154 , 42 
B00281,07/13/2015, 87 , 6 
B00381,07/13/2015, 346 , 103 
B00411,07/13/2015, 195 , 58 
B00412,07/13/2015, 422 , 83 
B00477,07/13/2015, 481 , 142 
B00481,07/13/2015, 72 , 8 
B00485,07/13/2015, 6 , 4 
B00593,07/13/2015, 2 , 2 
B00608,07/13/2015, 169 , 42 
B00623,07/13/2015, 11 , 5 
B00789,07/13/2015, 721 , 199 
B00837,07/13/2015, 482 , 155 
b00881,07/13/2015, 32 , 19 
B00888,07/13/2015, 128 , 35 
b00941,07/13/2015, 54 , -   
B00948,07/13/2015," 1,084 ", 60 
b00983,07/13/2015, 96 , 13 
b01013,07/13/2015, 95 , 7 
B01016,07/13/2015," 1,532 ", 68 
B01177,07/13/2015, 141 , 10 
B01197,07/13/2015, 270 , 85 
b01233,07/13/2015, 412 , 90 
B01269,07/13/2015, 33 , 6 
B01292,07/13/2015, 31 , 6 
B01308,07/13/2015, 124 , 24 
B01311,07/13/2015, 35 , 9 
B01351,07/13/2015, 9 , 5 
B01355,07/13/2015, 490 , 40 
B01367,07/13/2015, 236 , 81 
B01398,07/13/2015, 1 , -   
B01417,07/13/2015, 222 , -   
B01432,07/13/2015, 254 , 26 
B01445,07/13/2015, 145 , 50 
B01475,07/13/2015, 1 , -   
B01478,07/13/2015, 88 , 13 
B01509,07/13/2015, 634 , 65 
B01559,07/13/2015, 642 , 18 
B01608,07/13/2015, 10 , 5 
B01614,07/13/2015, 40 , 8 
B01623,07/13/2015, 66 , 8 
B01625,07/13/2015, 96 , 10 
B01635,07/13/2015, 29 , 8 
B01653,07/13/2015, 95 , 12 
B01672,07/13/2015, 47 , 25 
B01727,07/13/2015, 10 , 5 
B01751,07/13/2015, 100 , -   
B01779,07/13/2015, 35 , 17 
B01808,07/13/2015, 63 , 10 
B01849,07/13/2015, 4 , 3 
B01875,07/13/2015, 219 , 55 
B01876,07/13/2015, 4 , 3 
B01877,07/13/2015, 314 , 112 
B01899,07/13/2015, 706 , 89 
B01923,07/13/2015, 40 , 11 
B01928,07/13/2015, 2 , 2 
B01957,07/13/2015, 4 , 2 
B01970,07/13/2015, 14 , 5 
B01979,07/13/2015, 1 , 1 
B01984,07/13/2015, 788 , 125 
B02003,07/13/2015, 189 , 81 
B02005,07/13/2015, 22 , 12 
B02034,07/13/2015, 28 , 9 
B02054,07/13/2015, 78 , 17 
B02073,07/13/2015, 11 , 4 
B02106,07/13/2015, 2 , -   
B02127,07/13/2015, 4 , 3 
B02133,07/13/2015, 103 , 31 
B02147,07/13/2015, 24 , 10 
B02152,07/13/2015, 14 , -   
B02155,07/13/2015, 20 , 11 
B02160,07/13/2015, 4 , 4 
B02167,07/13/2015, 9 , -   
B02175,07/13/2015, 6 , 5 
B02182,07/13/2015, 9 , 3 
B02191,07/13/2015, 27 , 11 
B02196,07/13/2015, 1 , 1 
B02217,07/13/2015, 16 , 8 
B02241,07/13/2015, 120 , -   
B02252,07/13/2015, 3 , 1 
B02285,07/13/2015, 173 , 68 
B02287,07/13/2015, 6 , 3 
B02377,07/13/2015, 3 , 1 
B02389,07/13/2015, 55 , 14 
B02423,07/13/2015, 26 , 4 
B02440,07/13/2015, 65 , -   
B02447,07/13/2015, 2 , 2 
B02453,07/13/2015, 23 , 5 
B02460,07/13/2015, 37 , 10 
B02468,07/13/2015, 116 , 34 
B02470,07/13/2015, 25 , 9 
B02491,07/13/2015, 29 , 5 
B02511,07/13/2015, 31 , 13 
B02532,07/13/2015, 15 , -   
B02541,07/13/2015, 18 , 10 
B02555,07/13/2015, 27 , -   
B02574,07/13/2015, 95 , 48 
B02590,07/13/2015, 49 , -   
B02610,07/13/2015, 15 , 6 
B02611,07/13/2015, 32 , 7 
B02633,07/13/2015, 6 , 4 
B02661,07/13/2015, 44 , -   
B02666,07/13/2015, 5 , 5 
B02674,07/13/2015, 38 , 6 
B02675,07/13/2015, 45 , 8 
B02681,07/13/2015, 2 , 2 
B02694,07/13/2015, 5 , 5 
B02723,07/13/2015, 45 , 18 
B02727,07/13/2015, 3 , 2 
B02808,07/13/2015, 4 , 2 
B00008,07/14/2015, 283 , 21 
B00009,07/14/2015, 173 , 15 
B00013,07/14/2015, 494 , 114 
B00014,07/14/2015, 689 , 157 
B00030,07/14/2015, 225 , 17 
B00083,07/14/2015, 30 , 13 
B00170,07/14/2015, 50 , 8 
B00171,07/14/2015, 188 , 16 
B00202,07/14/2015, 74 , 18 
B00208,07/14/2015, 21 , 3 
B00210,07/14/2015, 22 , 9 
B00235,07/14/2015, 31 , 16 
B00236,07/14/2015, 35 , 13 
B00277,07/14/2015, 212 , 44 
B00281,07/14/2015, 97 , 8 
B00381,07/14/2015, 488 , 119 
B00411,07/14/2015, 220 , 58 
B00412,07/14/2015, 472 , 94 
B00477,07/14/2015, 582 , 155 
B00481,07/14/2015, 88 , 8 
B00485,07/14/2015, 6 , 5 
B00593,07/14/2015, 1 , 1 
B00608,07/14/2015, 224 , 42 
B00623,07/14/2015, 21 , 8 
B00789,07/14/2015, 803 , 207 
B00837,07/14/2015, 510 , 166 
b00881,07/14/2015, 22 , 9 
B00888,07/14/2015, 159 , 40 
b00941,07/14/2015, 59 , -   
B00948,07/14/2015, 982 , 58 
b00983,07/14/2015, 85 , 13 
b01013,07/14/2015, 76 , 7 
B01016,07/14/2015," 1,582 ", 67 
B01177,07/14/2015, 129 , 13 
B01197,07/14/2015, 307 , 92 
b01233,07/14/2015, 420 , 87 
B01269,07/14/2015, 36 , 7 
B01292,07/14/2015, 52 , 5 
B01308,07/14/2015, 140 , 24 
B01311,07/14/2015, 53 , 10 
B01351,07/14/2015, 11 , 5 
B01355,07/14/2015, 434 , 37 
B01367,07/14/2015, 280 , 78 
B01398,07/14/2015, 1 , -   
B01417,07/14/2015, 212 , -   
B01432,07/14/2015, 277 , 26 
B01445,07/14/2015, 129 , 42 
B01475,07/14/2015, 1 , -   
B01478,07/14/2015, 78 , 11 
B01509,07/14/2015, 672 , 65 
B01559,07/14/2015, 717 , 18 
B01608,07/14/2015, 14 , 6 
B01614,07/14/2015, 35 , 5 
B01623,07/14/2015, 59 , 10 
B01625,07/14/2015, 106 , 10 
B01635,07/14/2015, 28 , 8 
B01653,07/14/2015, 126 , 12 
B01672,07/14/2015, 46 , 21 
B01727,07/14/2015, 3 , 2 
B01751,07/14/2015, 112 , -   
B01779,07/14/2015, 33 , 17 
B01808,07/14/2015, 48 , 10 
B01846,07/14/2015, 1 , 1 
B01849,07/14/2015, 4 , 2 
B01875,07/14/2015, 287 , 59 
B01876,07/14/2015, 5 , 4 
B01877,07/14/2015, 486 , 132 
B01899,07/14/2015, 752 , 86 
B01923,07/14/2015, 39 , 11 
B01928,07/14/2015, 6 , 3 
B01957,07/14/2015, 3 , 2 
B01970,07/14/2015, 11 , 6 
B01979,07/14/2015, 1 , 1 
B01984,07/14/2015, 839 , 130 
B02003,07/14/2015, 210 , 80 
B02005,07/14/2015, 36 , 13 
B02034,07/14/2015, 46 , 13 
B02054,07/14/2015, 48 , 12 
B02073,07/14/2015, 7 , 3 
B02106,07/14/2015, 1 , -   
B02127,07/14/2015, 6 , 3 
B02133,07/14/2015, 107 , 33 
B02147,07/14/2015, 31 , 15 
B02152,07/14/2015, 11 , -   
B02155,07/14/2015, 22 , 13 
B02160,07/14/2015, 3 , 3 
B02167,07/14/2015, 9 , -   
B02175,07/14/2015, 2 , 1 
B02182,07/14/2015, 9 , 3 
B02191,07/14/2015, 42 , 17 
B02217,07/14/2015, 36 , 10 
B02241,07/14/2015, 166 , -   
B02252,07/14/2015, 5 , 2 
B02285,07/14/2015, 198 , 74 
B02287,07/14/2015, 8 , 4 
B02377,07/14/2015, 3 , 2 
B02389,07/14/2015, 54 , 15 
B02423,07/14/2015, 21 , 3 
B02440,07/14/2015, 54 , -   
B02447,07/14/2015, 2 , 2 
B02453,07/14/2015, 21 , 6 
B02460,07/14/2015, 14 , 8 
B02468,07/14/2015, 125 , 30 
B02470,07/14/2015, 31 , 9 
B02491,07/14/2015, 30 , 5 
B02511,07/14/2015, 30 , 14 
B02532,07/14/2015, 35 , -   
B02541,07/14/2015, 14 , 8 
B02555,07/14/2015, 26 , -   
B02574,07/14/2015, 43 , 30 
B02590,07/14/2015, 80 , -   
B02610,07/14/2015, 13 , 6 
B02611,07/14/2015, 36 , 6 
B02631,07/14/2015, 4 , 3 
B02633,07/14/2015, 2 , 2 
B02661,07/14/2015, 53 , -   
B02666,07/14/2015, 10 , 8 
B02674,07/14/2015, 33 , 6 
B02675,07/14/2015, 23 , 7 
B02681,07/14/2015, 10 , 5 
B02694,07/14/2015, 6 , 6 
B02711,07/14/2015, 10 , 3 
B02723,07/14/2015, 57 , 19 
B02727,07/14/2015, 1 , 1 
B02808,07/14/2015, 4 , 2 
B00008,07/15/2015, 224 , 16 
B00009,07/15/2015, 182 , 14 
B00013,07/15/2015, 504 , 107 
B00014,07/15/2015, 717 , 163 
B00030,07/15/2015, 102 , 10 
B00083,07/15/2015, 24 , 12 
B00095,07/15/2015, 182 , 50 
B00170,07/15/2015, 50 , 8 
B00171,07/15/2015, 64 , 15 
B00202,07/15/2015, 69 , 15 
B00208,07/15/2015, 21 , 3 
B00210,07/15/2015, 27 , 14 
B00235,07/15/2015, 30 , 16 
B00236,07/15/2015, 39 , 12 
B00277,07/15/2015, 201 , 42 
B00281,07/15/2015, 108 , 10 
B00381,07/15/2015, 490 , 115 
B00411,07/15/2015, 213 , 59 
B00412,07/15/2015, 435 , 95 
B00477,07/15/2015, 625 , 157 
B00481,07/15/2015, 91 , 10 
B00485,07/15/2015, 6 , 5 
B00593,07/15/2015, 1 , 1 
B00608,07/15/2015, 249 , 46 
B00623,07/15/2015, 21 , 6 
B00789,07/15/2015, 883 , 220 
B00837,07/15/2015, 539 , 177 
b00881,07/15/2015, 27 , 14 
B00888,07/15/2015, 149 , 42 
b00941,07/15/2015, 54 , -   
B00948,07/15/2015, 954 , 56 
b00983,07/15/2015, 82 , 11 
b01013,07/15/2015, 72 , 7 
B01016,07/15/2015," 1,526 ", 67 
B01177,07/15/2015, 135 , 11 
B01197,07/15/2015, 343 , 87 
b01233,07/15/2015, 339 , 88 
B01269,07/15/2015, 37 , 7 
B01292,07/15/2015, 47 , 5 
B01308,07/15/2015, 132 , 24 
B01311,07/15/2015, 35 , 8 
B01351,07/15/2015, 10 , 5 
B01355,07/15/2015, 416 , 35 
B01367,07/15/2015, 297 , 83 
B01398,07/15/2015, 1 , -   
B01417,07/15/2015, 246 , -   
B01432,07/15/2015, 210 , 25 
B01445,07/15/2015, 158 , 48 
B01475,07/15/2015, 1 , -   
B01478,07/15/2015, 87 , 13 
B01509,07/15/2015, 723 , 69 
B01559,07/15/2015, 729 , 17 
B01608,07/15/2015, 18 , 6 
B01614,07/15/2015, 40 , 6 
B01623,07/15/2015, 55 , 9 
B01625,07/15/2015, 109 , 10 
B01635,07/15/2015, 28 , 8 
B01653,07/15/2015, 130 , 13 
B01672,07/15/2015, 48 , 22 
B01727,07/15/2015, 6 , 4 
B01751,07/15/2015, 114 , -   
B01779,07/15/2015, 59 , 19 
B01808,07/15/2015, 56 , 10 
B01849,07/15/2015, 5 , 3 
B01875,07/15/2015, 304 , 61 
B01876,07/15/2015, 2 , 2 
B01877,07/15/2015, 417 , 130 
B01899,07/15/2015, 760 , 96 
B01923,07/15/2015, 36 , 9 
B01928,07/15/2015, 8 , 5 
B01957,07/15/2015, 6 , 2 
B01970,07/15/2015, 14 , 8 
B01979,07/15/2015, 1 , 1 
B01984,07/15/2015, 852 , 125 
B02003,07/15/2015, 250 , 81 
B02005,07/15/2015, 52 , 18 
B02034,07/15/2015, 32 , 12 
B02054,07/15/2015, 56 , 13 
B02073,07/15/2015, 8 , 4 
B02127,07/15/2015, 5 , 5 
B02133,07/15/2015, 107 , 35 
B02147,07/15/2015, 39 , 17 
B02152,07/15/2015, 15 , -   
B02155,07/15/2015, 25 , 15 
B02160,07/15/2015, 3 , 3 
B02167,07/15/2015, 8 , -   
B02175,07/15/2015, 3 , 3 
B02182,07/15/2015, 12 , 3 
B02191,07/15/2015, 42 , 19 
B02217,07/15/2015, 33 , 10 
B02241,07/15/2015, 130 , -   
B02252,07/15/2015, 1 , 1 
B02285,07/15/2015, 217 , 73 
B02287,07/15/2015, 10 , 5 
B02377,07/15/2015, 4 , 3 
B02389,07/15/2015, 73 , 16 
B02423,07/15/2015, 29 , 3 
B02440,07/15/2015, 56 , -   
B02447,07/15/2015, 3 , 3 
B02453,07/15/2015, 21 , 14 
B02460,07/15/2015, 20 , 9 
B02468,07/15/2015, 131 , 36 
B02470,07/15/2015, 17 , 8 
B02491,07/15/2015, 32 , 5 
B02511,07/15/2015, 31 , 13 
B02532,07/15/2015, 36 , -   
B02541,07/15/2015, 13 , 9 
B02555,07/15/2015, 22 , -   
B02574,07/15/2015, 52 , 39 
B02590,07/15/2015, 70 , -   
B02610,07/15/2015, 15 , 5 
B02611,07/15/2015, 42 , 7 
B02631,07/15/2015, 2 , 1 
B02633,07/15/2015, 5 , 4 
B02661,07/15/2015, 54 , -   
B02666,07/15/2015, 19 , 12 
B02674,07/15/2015, 42 , 6 
B02675,07/15/2015, 33 , 7 
B02681,07/15/2015, 9 , 5 
B02694,07/15/2015, 5 , 5 
B02711,07/15/2015, 7 , 2 
B02723,07/15/2015, 41 , 15 
B02727,07/15/2015, 7 , 2 
B02808,07/15/2015, 4 , 2 
B00008,07/16/2015, 258 , 17 
B00009,07/16/2015, 190 , 14 
B00013,07/16/2015, 495 , 106 
B00014,07/16/2015, 701 , 164 
B00030,07/16/2015, 141 , 13 
B00083,07/16/2015, 25 , 14 
B00095,07/16/2015, 544 , 67 
B00170,07/16/2015, 47 , 7 
B00171,07/16/2015, 161 , 17 
B00202,07/16/2015, 79 , 19 
B00208,07/16/2015, 21 , 4 
B00210,07/16/2015, 49 , 21 
B00235,07/16/2015, 24 , 11 
B00236,07/16/2015, 38 , 12 
B00277,07/16/2015, 173 , 41 
B00281,07/16/2015, 96 , 7 
B00381,07/16/2015, 434 , 116 
B00411,07/16/2015, 216 , 61 
B00412,07/16/2015, 433 , 91 
B00477,07/16/2015, 620 , 149 
B00481,07/16/2015, 115 , 9 
B00485,07/16/2015, 8 , 5 
B00593,07/16/2015, 1 , 1 
B00608,07/16/2015, 208 , 42 
B00623,07/16/2015, 17 , 7 
B00789,07/16/2015, 858 , 221 
B00837,07/16/2015, 499 , 168 
b00881,07/16/2015, 49 , 21 
B00888,07/16/2015, 147 , 37 
b00941,07/16/2015, 53 , -   
B00948,07/16/2015," 1,040 ", 58 
b00983,07/16/2015, 88 , 10 
b01013,07/16/2015, 69 , 7 
B01016,07/16/2015," 1,638 ", 68 
B01177,07/16/2015, 185 , 13 
B01197,07/16/2015, 293 , 87 
b01233,07/16/2015, 373 , 80 
B01269,07/16/2015, 37 , 7 
B01292,07/16/2015, 45 , 5 
B01308,07/16/2015, 137 , 24 
B01311,07/16/2015, 33 , 10 
B01351,07/16/2015, 9 , 5 
B01355,07/16/2015, 402 , 40 
B01367,07/16/2015, 272 , 81 
B01398,07/16/2015, 1 , -   
B01417,07/16/2015, 204 , -   
B01432,07/16/2015, 244 , 26 
B01445,07/16/2015, 133 , 53 
B01475,07/16/2015, 1 , -   
B01478,07/16/2015, 75 , 13 
